chr.type,chr,loc.name,pos,mQTL.lod,mQTL.asymp.p,vQTL.lod,vQTL.asymp.p,mvQTL.lod,mvQTL.asymp.p,m__est__(Intercept),m__est__Env,m__est__mean.QTL.add,m__est__mean.QTL.dom,m__est__Env:mean.QTL.add,m__est__Env:mean.QTL.dom,m__se__(Intercept),m__se__Env,m__se__mean.QTL.add,m__se__mean.QTL.dom,m__se__Env:mean.QTL.add,m__se__Env:mean.QTL.dom,v__est__(Intercept),v__est__Env,v__est__var.QTL.add,v__est__var.QTL.dom,v__est__Env:var.QTL.add,v__est__Env:var.QTL.dom,v__se__(Intercept),v__se__Env,v__se__var.QTL.add,v__se__var.QTL.dom,v__se__Env:var.QTL.add,v__se__Env:var.QTL.dom
A,1,gpm331,38.71,12.835951136643162,0.01210581476371293,0.5329163138404756,0.9702184706562746,16.26755901460693,0.038706749174054235,71.73637720873484,-1.7698822887540655,-1.5714371759013923,-39.524589361681876,0.2862765818005704,2.6657010912334727,0.5016766573119323,0.09599025786453144,0.38709087883234233,5.502252277906207,0.07238587198200842,0.915891228517605,5.377830016932801,-0.030733716566541742,0.020891189079594884,0.7783346825985199,-0.02928388118055171,-0.2785143165997424,0.0775140914445385,0.015252004753863471,0.0619222671672534,0.8913472134121198,0.012239757879869079,0.17151136969304037
A,1,gpm403b,131.93,14.004512025017581,0.007280669119191595,3.0262016389398907,0.5534502338910992,17.06518558837366,0.029437419842102977,72.3867162451142,-1.9035207395250429,-1.9268579954220342,-846.5322311461622,0.3518119606747634,89.34556081674373,0.5517389474945414,0.10387413081430978,0.37819716977031437,115.016456047224,0.07127324795496214,21.03479467372656,5.527425964580583,-0.050972254702282796,-0.12874681542163033,-33.239376273758495,7.89766498579948e-4,-3.469746920900562,0.08054730351593821,0.015876967782499814,0.05855950544245825,25.262822855399985,0.011546929608593395,5.069295789038373
A,1,bnlg1429,141.83,15.352018668019554,0.0040241254742257515,2.6012700497401395,0.6265981566650044,18.90640297019974,0.01536829916918793,72.30650176968211,-1.9371964531775752,-2.003659729556725,-14159.896321503456,0.4070363549642658,706.5899979359344,0.5660768241667484,0.10596219664627324,0.3834907042126893,2120.0494163209914,0.07215691787602324,352.22604645019436,5.534427285225747,-0.05825002924959779,-0.12342223222544683,-536.2247497019779,0.004721215695085682,-210.28071225855632,0.07927220288549071,0.0156115455526486,0.05666392089120831,521.8868475667365,0.011179322162981698,100.97709183606334
A,1,IDP209,144.3,6.762301554121403,0.1489954735000748,11.632731841655916,0.02030192749042836,19.181064508263564,0.013920736164986836,72.18388800705141,-1.9233184431865664,-2.071192764497987,-392.63185818802106,0.3667436368166866,1234.5677432425782,0.5623722082788755,0.10531516390998535,0.37491463093530775,2347.8803568435637,0.07072888017453566,473.4754416966093,5.56035617543224,-0.06222628864500477,-0.09214297318281679,-2627.4310636293244,0.0026419010136048394,194.3864457107897,0.07792069385321629,0.01534478538900972,0.05527320916968649,513.5286766896285,0.010900831688529946,102.03635609812463
A,1,ufg78,198.03,4.159974399244583,0.38478837982280656,12.417840186639616,0.01450008261111654,17.196999242991897,0.028121877413170075,68.0527801219428,-0.9972732112717138,1.6798560149404183,-207.57580419004856,-0.45950585028492075,503.11623504839656,0.5763532036727034,0.10848371349397708,0.3859561765579479,475.76866604135967,0.07226836987401855,107.24070358383824,5.303913913479815,-0.057131271634356905,0.14564455179766664,-928.4697720978952,-0.006314637269921805,88.62875423467496,0.10144977746830112,0.019996128385770178,0.064268556722622,162.9056756980946,0.012667667206884389,32.502355471402346
A,1,cdo1387b,199.83,3.5434099580221057,0.47130853662906563,11.408595845595565,0.022336143651205165,15.810713543270534,0.04517091631784091,68.03072147065419,-0.9489608683749131,1.587348950051276,-94.615666074291,-0.4701735052564376,81.19305073530735,0.5953014471719903,0.11174572407903356,0.392874064427656,61.836247368540995,0.07347394512798058,13.127841052487751,5.291327771938985,-0.05653613520033495,0.14305427113334598,-118.98368046990792,-0.005678730257944278,8.124911553820397,0.09346201600403789,0.018427840512670463,0.05879537638793434,20.270469075782252,0.01159354826105811,4.046642515821783
A,1,AY110330,348.96,1.1098171717724974,0.8927114905533401,16.207607391344393,0.0027528697087545926,17.667490515993475,0.023862291000577285,70.4392271336069,-1.4520055421377052,-0.15508863057771638,-59521.23919630834,-0.06364541171585987,3402.4584285472934,0.6315990927489729,0.11850519344373399,0.38004451891567137,26346.663574228623,0.07193956663783194,5557.460320615568,5.703312617527971,-0.07393177771059388,-0.16918079149811485,-31363.744152055577,0.0025967052596113775,4548.4805916728055,0.08745960929816088,0.017296339649942528,0.05727580637050561,5168.245325574864,0.011301951169594883,1022.6971541342995
A,1,umc2229,395.66,13.311355209590094,0.009850529571221732,3.8145577356180675,0.4316840512876158,16.908690236717806,0.03107404999183947,72.85218394879985,-1.686751728371739,-1.9178338328902347,-46302.43142161344,0.0863578800793685,6959.205626266762,0.665631850885355,0.1266547903595269,0.40103747488858377,7902.579378748406,0.07575687639308112,1358.2708506267857,5.59809123233147,-0.03786074741588756,-0.15245090206574818,-1750.1967333274476,-0.012619413579132384,-629.7382547705278,0.09017318260243597,0.017846306860075642,0.05793588226498441,1677.8288537400138,0.011442703427665643,329.9807905780527
A,1,asg3,400.27,11.44567533740994,0.021986485030855565,7.16877883933894,0.12723334808841788,18.047294234506463,0.02087469598637733,72.77050166738157,-1.6942572019639222,-1.8155135419878876,-15938280.792846065,0.08436345369266739,2431375.441690672,0.6662215789427729,0.1271438645124492,0.40752348652234033,3216290.155149021,0.07695651079897253,641665.2588571329,5.636796536270512,-0.04368902522921374,-0.12589989752334096,-3245935.668131565,-0.015504258273800139,176122.85344153183,0.0921241949504278,0.018246448870139823,0.05967466027151917,882112.2747050872,0.011773970556822356,177536.60575407257
A,1,IDP386,498.15,12.40669285797199,0.014569853275550491,5.660385760472911,0.22598701933348642,15.863944512265538,0.044369402548822885,68.17471235581141,-1.1825582788732363,1.560903574905047,-8722.688543384,-0.30611648258375984,2548.0209776255338,0.7598224914974031,0.13883550628350502,0.43751496853992106,1188.9832756037679,0.08062517058698453,212.29548202778042,5.662047483622174,-0.08589630236307311,-0.14274026430614503,-808.679883977739,0.02040312248317701,-102.12681152282417,0.1112263150495186,0.02197149783951944,0.06514528733896603,328.3238040391642,0.012857142416934015,66.77382650053242
